"Label","message_user"
"6","Cảm ơn anh"
"6","À quên cảm ơn chị"
"0","Ấy admin là anh hay chị thế ạ"
"6","Dạ vâng em cảm ơn ạ"
"4","❤️❤️"
"5","Cho e hỏi nghành cntt là nghành mới cửa trg mình ạ"
"5","Vâng ạ.
Nghành cntt có pải nghành đào tạo clc k ạ"
"1","Vâng ,do nghành mới nên điểm chuan vẫn là ẩn số quá ạ😅😅"
"6","Em cảm ơn ạ"
"0","E chào ad ạ"
"5","Cho em hỏi về ngành công nghệ thông tin trường mình thì sẽ học về những cái gì ạ"
"0","ngành mới của trường mình nên em muốn tìm hiểu"
"6","dạ em cảm ơn"
"0","Em không tìm được phần chương trình học ạ"
"0","Đây chỉ có mục tiêu hướng tới thôi ạ"
"0","Em muốn hiểu rõ về cái này ạ"
"5","Em chào thầy, cô ạ. Em vừa xem trên page ACC thấy khoa mình năm nay có 40 chỉ tiêu xét tuyển theo phương thức khác, em muốn hỏi là 40 chỉ tiêu này được xét theo hình thức nào và điều kiện là gì ạ. Em cảm ơn thầy cô ạ."
"3","Học khoa này sau này làm j ạ"
"0","Cụ thể là làm những công việc gì ạ"
"5","cho em hỏi trường đào tạo ngành HHTTQL  đc bn năm rồi ạ?"
"5","em muốn hỏi HTTTQL định hg Nhật Bản là sao ạ"
"0","và học phí có khác với ngành HTTTQL btg không"
"5","Cho em hỏi học phí của khoa mình bao nhiêu tiền 1 năm thế ạ?"
"6","Em cảm ơn ạ"
"5","Dạ nếu em học theo chương trình định hướng Nhật Bản thì học phí là bao nhiêu thế ạ?"
"0","Nv 1 là khoa hệ thống thông tin quản lí của học viện ngân hàng mà mình đậu thì có đc ra nhập học luôn K ạ"
"0","Ok ạ"
"5","Mà mình nếu xét học bạ thì s ạ"
"0","Em muốn nhận thông tin tư vấn tuyển sinh ngành CNTT bên mình ạ"
"5","ngành CNTT trường mình đây là năm đầu tuyển sinh đúng k ạ?"
"5","em muốn hỏi về khung chương trình đào tạo ngành này của trường mình ạ"
"5","trường mình có xét tuyển học bạ không ạ? hay xét tuyển theo điểm thi THPT quốc gia thôi ạ"
"5","về khung chương trình đào tạo, add cho em xin thông tin được k ạ?"
"5","Em muốn hỏi về học phí ngành hệ thống ttql ạ"
"0","Chào ad"
"5","Cho mình ngành này cũng giống như ngành công nghệ thông tin đúng không ạ"
"3","Trường mình còn xét học bạ nữa không ạ"
"3","Xét ngành này điểm có cao không ạ"
"0","Ad ơi chuyển tiền lệ phí  xét tuyển thì phải ghi họ tên rồi chi nữa ạ"
"0","Là chuyển tiền lệ phí xét tuyển ý ạ"
"0","Mình chuyển tiền thì cần ghi những thông tin gì ạ"
"5","Cho em hỏi chút về ngành học này với ạ"
"0","Em cần tư vấn về ngành hệ thống thông tin quản lý"
"5","ad ơi cho e hỏi hoc năm đầu của khoa mik thì cần những sách gì ạ"
"0","em chào thầy cô ạ, em cần thầy cô hỗ trợ lấy lại mật khẩu email : 20a4040173@bav.edu.vn lâu rồi em không dùng nên không nhớ được mật khẩu.Mong nhận được hồi âm từ thầy cô."
"5","Ad có thể cho em xin một ít thông tin về ngành hệ thống thông tin quản lý đc k ạ"
"6","Em cảm ơn"
"0","Vâng ạ"
"6","Em cảm ơn"
"5","Ad cho em hỏi học phí của các ngành liên kết so với các ngành thường thì có chênh lệch nhiều k ạ"
"6","Vâng em cảm ơn"
"3","Điểm của em tầm khoảng 20.5, Ad có thể tư vấn cho em nên chọn ngành nào k ạ"
"1","Nguyện vọng của em là ngành tài chính ngân hàng mà trông có vẻ khó khăn quá 😂😂"
"0","Vâng ạ"
"0","Em chào ad ạ"
"0","Em muốn hỏi là đợt này phòng đào tạo và khoa có tổ chức thi ghép môn Trí tuệ nhân tạo trong kinh doanh cho những sinh viên đã hoãn thi đợt trước không ạ"
"0","Vì em thấy trong link đăng kí ghép thi thì vẫn có môn này (em đã đăng kí rồi ạ) nhưng khi em mail hỏi cô giáo bộ môn thì đc phản hồi là k ghép thi đợt này được do bất cập hình thức thi"
"0","Nếu không thi ghép đc đợt này thì em có cần làm đơn xin hoãn thi ghép không ạ, vì hôm qua em đã điền vào link đăng kí ghép thi mà ACC đăng tải rồi ạ"
"0","Rất mong sớm nhận đc sự phản hồi của ad"
"6","Em cảm ơn nhiều ạ"
"6","Vâng em cảm ơn ad ạ"
"0","Em hỏi rồi ạ"
"0","Hôm qua em hỏi thì thầy ở pđt bảo theo quy chế thì sau một đợt thi mà em không tham gia thi ghép thì sẽ mất quyền được thi"
"0","Nên em mới đăng kí thi vào link ghép thi"
"0","Nhưng lúc mail cho cô Nhung thì cô bảo em thi ghép đc vào đợt này"
"0","Lúc sáng em lại gọi lên pđt trình bày thì thầy bảo em làm đơn thắc mắc gửi pđt để pđt gửi khoa"
"0","Em cũng làm luôn rồi ạ"
"0","Cô bảo không thi ghép đc vào đợt này ạ"
"6","Vâng ạ em cảm ơn ad"
"0","Dạ alo"
"5","Nếu học định hướng nhật bản thì học phí chứng chỉ như thế nào ạ"
"5","ad ơi cho em hỏi một chút với ạ"
"3","khoa bên mình ra trường có dễ xin việc ko vậy ạ"
"3","thế em là con gái thì học ngành này ổn ko ạ"
"3","vậy khoa bên mình có xét học bạ ko thế ạ"
"5","có phải lúc nào cũng có người on ko ạ"
"5","Trường mình có khoa cntt không ạ"
"0","Vâng ạ"
"5","trường mình xét học bạ chỉ tiêu như thế nào ạ"
"6","em cảm ơn ạ"
"5","em thưa thầy ,trường mình sau khi có điểm thi thpt thì có còn xét học bạ không ạ"
"5","Cho em hỏi là có những khoa nào xét học bạ ạ ?"
"4","Dạ vâng, một lần nữa em cảm ơn admin nhiều ạ ❤️"
"0","em chào thầy/ cô ạ"
"0","e muốn tìm hiểu một chút về ngành công nghệ thông tin mới mở tại trường"
"0","e mong được tư vấn về chương trình đào tạo và cơ sở vật chất tại trường ạ"
"0","Em chào page ạ"
"0","Em ở bên LcH khoa Kinh doanh quốc tế ạ"
"0","Sắp tới khoa Kinh doanh Quốc tế sẽ tổ chức Hội thảo Nghiên cứu Khoa học ạ
LCH chúng em mong muốn có thể mời LCĐ khoa mình tham gia Hội thảo ạ"
"5","Page có thể cho em xin thoing tin mail Liên chi Đoàn khoa mình được không ạ"
"6","Vâng ạ em cảm ơn ạ"
"0","Chào ad ạ"
"5","Ad cho mình hỏi là trường mình ngành CNTT thì đào tạo như nào ạ"
"0","Theo mình biết là khoa bên mình đang đao tạo 2 ngành đó là CNTT và HTTTQL"
"5","Thì 2 ngành đó khác nhau như nào ạ"
"0","Khoa này là đào tạo Công nghệ Thông Tin cho ngành ngân hàng ạ!"
"0","Khoa Công nghệ Thông Tin là khác ạ!"
"0","Mình là phụ huynh đang tham khảo cho con đăng ký ạ!"
"0","e chào ad, e muốn hiểu rõ thêm về ngành này của trường ạ"
"6","E cảm ơn ạ"
"0","Chào ad! Cho e hỏi năm ngoái MIS định hướng Nhật trúng học bạ là 25,75 hay 25 ạ"
"0","Dạ k em hỏi điểm xét học bạ ạ"
"0","Xin tư vấn về ngành hệ thống thông tin quản lí"
"0","Em muốn tư vấn về các thông tin ngành học đào tạo về những nội dung gì và nhu cầu việc làm sau khi ra trường"
"6","Em cảm ơn thầy nhiều ạ!"
"0","chào ad"
"5","cho em xin chương trình đào tạo chi tiết của khoa mình được không ạ?"
"5","cho em hỏi ngành này học những gì ạ"
"5","bên add có thể cung cấp cho em một số thông tin về ngành được không ạ"
"0","dạ em xin chào thầy/cô, anh/chị của khoa ạ"
"5","em sinh năm 2003 và năm nay sẽ thi đại học ạ, em thấy khá tò mò và thích thú với khoa Hệ thống thông tin quản lý ạ. Thầy/ cô hay anh/chị có thể tư vấn giúp em thêm về khoa này được không ạ"
"5","về khoa này sẽ học những gì và cơ hội việc làm ra sao ạ???"
"1","Dạ 😊 thật sự thì em chưa biết nhiều về tin học, máy tính hay lập trình nhiều. Vậy lên đại học mà vào khoa này mới bắt đầu học thì có muộn không ạ 😅"
"1","Dạ vâng ạ. Em sắp thi nốt các môn học kỳ dự tính là có điểm rồi sẽ nộp học bạ vào trường ạ. Tuy nhiên em vẫn sẽ đăng ký nguyện vọng vào trường nhưng để nguyện vọng 3 ạ 😅. Vừa nộp học bạ vừa thi được đúng không ạ"
"1","Vâng ạ 😊 em cảm ơn ạ"
"1","Vâng ạ 😁😁😁"
"3","Cho e hỏi ngành htttql thì làm về gì ạ? Cơ hội việc làm ra sao ạ."
"0","Dạ vâng ạ 🥰"
"5","Cho em hỏi trường mình có xét học bạ được ngành CNTT không ạ"
"5","điểm học bạ cấp 3 25đ trở lên là xét đc ạ a"
"5","em thấy trường thông báo là môn xét tuyển 3 năm 8.0 trở lên ạ"
"0","vâng ạ"
"5","Khi nào trường mở xét tuyển vậy ạ ad"
"0","Vâng ạ"
"3","Cho em hỏi thăm với ạ ! Em vẫn còn rất mông lung về ngành học này"
"5","Anh chị có thể giới thiệu đôi chút đc không ạ ?"
"0","Bh em học không đc tốt tin lắm , mt dùng cũng ko thành thạo"
"3","Thi vô có ổn ko ạ"
"0","Vâng ạ"
"5","Em vẫn còn thắc mắc , ra ngoài sau làm gì ạ"
"0","Đọc 1 hồi em vẫn c hiểu  ạ"
"0","Lúc đầu mới lên tìm hiểu các ngành học  , em thấy ngành học này lạ lẫm vô cùng luôn, kiểu lần đầu nghe thấy ý !"
"0","Dạ !"
"5","Cho em hỏi bây giờ em xin mở lớp có được k ạ"
"0","ad oi"
"5","Năm nay trường có tổ chức dạy ngành này k"
"0","Công nghệ thông tin ạ"
"3","Điểm thi phải tầm bao nhiêu thì mới có cơ hội xét tuyển ah"
"0","Tại năm trước k có điểm nên e kb được mức điểm khoảng bn ạ"
"0","Ad cho em hỏi"
"5","Học phí ngành cntt của trường là bao nhiêu vậy an"
"0","ad ơi e là 2k3 có nv 1 là MIS BA"
"5","cho e hỏi đầu ra của khoa có bắt buộc phải có chứng chỉ tin học và tiếng anh không ?"
"6","e cảm ơn nhiều ạ"
"5","Ad có thể chia sẻ thêm về chương trình học của khoa được ko ạ?"
"5","Ad ơi HTTTQL có 2 mã ngành khác nhau,e viết vào hồ sơ mã ngành nào ạ?"
"5","Ad ơi đầu ra tin học của khoa thi chứng chỉ gì vậy ạ?"
"5","ad cho e hỏi khoa hệ thống thông tin qli thì cần có yếu tố gì thì mới có thể học dc ạ"
"3","phải giỏi về công nghệ thông tin ms học dc ạ"
"3","e là con gái học khoa này sợ sau này khó xin dc vc k ạ"
"5","cho em hỏi là học khoa mình có yêu cầu nhiều về toán học k ạ và học cntt thì có ra làm ngân hàng dc k ạ"
"0","ad ơi"
"5","cho e hỏi là ngành hệ thống thông tin quản lí và ngành công nghệ thông tin là đào tạo theo chương trình đại trà ạ"
"5","dạ cho e hỏi ngành công nghệ thông tin của trường là mới có ak"
"3","Điểm dự kiến của trường có cao ko ak"
"5","Chương trình học của ngành này thế nào ak"
"5","cho em hỏi là cái ngành công nghệ thông tin của trường là ngành mới đúng ko ạ"
"0","em ko thấy thông tin về ngành các năm về trc ạ"
"5","cái ngành của mình là về công nghệ thông tin thuần hay mình có kết hợp vs các vs nghiệp vụ chuyên ngành của ngân hàng ko ạ"
"5","cho em hỏi lm sao để lấy đc chứng chỉ tin học đại cương ạ"
"0","Hiện em là sinh viên khoá quản trị doanh nghiệp ạ"
"0","Em cần tư vấn !"
"0","tôi muôn tham khao"
"0","chào ad ạ"
"5","em là 2k3, dự định sẽ thi htttql, không biết ad có thể tư vẫn cho em những thông tin cơ bản về ngành này k ạ"
"6","em cảm ơn ạ"
"6","dạ em cảm ơn ạ"
"3","dạ, vậy về cơ hội việc làm thì ra sao ạ"
"5","ad oi cho em hỏi, ngành này là sự kết hợp của cả kte và cntt, vậy klg kiến thức của nó sẽ nặng ntn ạ?"
"3","liêuj nó có nặng bằng 2 cái cộng lại k, hay là học mỗi thứ 1 mảng ạ"
"5","dạ, nhưng klg kiến thức kte mà mình học thì k nặng như khi mình học cả chuyên ngành về kinh tế đúng không ạ"
"1","may quá, e thực sự k thích học kte nhiều lắm"
"5","cntt cũng vậy đúng k ạ"
"5","1 là 1 góc của ngành cntt đúng k ạ???"
"1","dạ, lúc đầu e k thích  học kte lắm nên cũng lo, sau tư dưng thấy ngành này:>"
"0","ta còn tính bẻ lái sang môi trường cơ, vì em thích trồng cây với thiên nhiên lắm"
"5","trường có cái clb hay tổ chức gì liên quan đến mtrg k ạ???"
"5","thư viện mình có to k ạ??? em thích đọc sách lắm luônnn"
"3","nhưng mà e k có đk mua nhiều sách, mà đọc online thì mỏi mắt lắm"
"0","phải đúng chất giấy ý ạ, cái giấy gỗ ý, lúc mở ra nó thơm lắmmm"
"0","lúc e đi mua sgk hay sách gì e cx phải lựa, chứ cái giấy mà sờ nó mượt tay á, dùng khó chịu lắm"
"0","mỗi lần mà có hội sách theo kí á, chỉ có sách giấy ấy là nhiều hoiiii"
"0","cái quan trọng là nó thơmmm"
"0","viết lên cx dễ tẩy"
"0","mặc dù cái sách mượt mượt ý tô highlight lên nó trông rất thích, nhưng mà viết bút chì lên rồi lẩy thì thôi rồi...."
"5","ad ơi ad, ngoài học phí mà nhà trường công khai thì mình còn phải mua tài liệu, giáo trình, những vấn đề phát sinh ... vậy nó có nhiều k ạ, khoảng bn?"
"5","bthuong thì là khoảng bn ạ???"
"5","Cho em hỏi là khoa công nghệ thông tin có xét học bạ ko ạ"
"0","Ad cho em xin Thông tin về khoa mình với ạ"
"0","Ad ơi"
"0","Dạ về nội dung học ấy ạ"
"5","Em không hiểu rõ là khoa mình học dì và làm dì ấy ạ"
"0","Em chào ad"
"0","em muốn tìm 1 bạn tên trang"
"0","trước học K18"
"0","khoa mình ạ"
"5","có cách nào để tìm các bài viết về trước ko ạ"
"0","Bạn ấy tên trang"
"5","Em muốn tham khảo thông tin chuyên ngành được không ạ?"
"0","chào add"
"0","cho e xin gmail để liên hệ với trung tâm CNTT của trường mình với ạ"
"0","E chào ad ạ"
"5","Ad ơi cho e hỏi khoa mình có sách in của những môn học được gạch chân dưới đây k ạ"
"5","cho mình hỏi làm sao có thể liên lạc được với thầy cô khoa MIS đc ko ạ"
"0","Mình muốn liên lạc với trưởng khoa ạ"
"0","Do hiện tại CLB thuộc hệ thống thông tin quản lý đại học kinh tế- luật tphcm có ngỏ lời muốn hợp tác với mình tổ chức một cuộc thi dành cho sinh viên khoa MIS"
"0","Nên mình muốn hỏi ý kiến các thầy cô về vấn đề này"
"0","Mình là chủ nhiệm CLB kỹ năng kinh doanh của trường mình"
"0","Vâng"
"6","Cảm ơn bạn"
"0","Chào Ad ạ"
"0","Mình là Thịnh K20 Khoa quản trị"
"0","Sắp tới em mình có nguyện vọng muốn dự tuyển vào Khoa Hệ thống của mình"
"0","Khoa hệ thống của BA đấy ạ"
"5","Mình muốn xin Ad chỉ điểm cho mình 2 đến 3 bạn sinh viên uy tín của Khoa hệ thống để có thể hỏi thêm tư vấn về việc học và các thông tin của Khoa ạ"
"0","Rất mong Ad phản hồi"
"6","Mình cảm ơn Ad ạ. Hiện tại mình đã liên hệ và nhận được phản hồi từ bạn Sang Lê ạ."
"0","em chào ad ạ"
"5","ad ơi ad có thể cho em xin mail của cô Điệp dạy môn thương mại điện tử được không a?"
"0","Ad ơi"
"5","Cho em hỏi là ngành kế toán suderland học chuyên sâu về kế toán doanh nghiệp hay học về gì ah"
"0","Vâng ạ"
"5","Ad ơi ib vào đâu để hỏi ạ"
"0","Xin chào ạ!"
"5","add ơi
cho e hỏi là ngành mk thi được bao nhiêu trở xuống là hk cải thiện ạ"
"5","nếu bị C có được hk cải thiện k ạ"
"6","vâng e cảm ơn add ạ"
"5","Thầy cô cho em hỏi là trong trường hợp mình không 
Tìm được nơi thực tập đúng chuyên ngành của khoa mình , thi em viết chuyên đề về chủ đề tuyển dụng nhân sự được không ạ."
"5","page tư vấn cho e về ngành hệ thống thông tin quản lý được không ạ"
"5","xon lỗi \ad ơi mình có câu hỏi về đki học phần thì mình phải liên hệ vs ai ak"
"5","Em chào thầy/cô. Em là k21, trong chương trình đào tạo trên cổng thông tin có 2 môn là nhập môn HTTT và giới thiệu HTTT. Năm nhất chúng em đã học nhập môn, còn giới thiệu HTTT năm nay em mới thấy trong chương trình đào tạo thì chúng em có cần học môn này không ạ?"
"5","dạ cho em hỏi với ạ"
"5","em khóa k21 trước đây không có môn giới thiệu nhưng giờ trong chương trình đào tạo có thì có phải đăng ký học ko ạ"
"5","cho em hỏi là chưa học cơ sở lập trình 2 có được đăng ký thực tập chuyên ngành không ạ"
"5","chào admin ạ, em năm nay lớp 12 sắp thi đại học, em muốn tìm hiểu khoa của mình trong các vân đề là chương trình học, học phí, đầu vào và đầu ra thì em có thể tìm hiểu ở đâu ạ?"
"0","mong anh chị gợi ý cho em ạ"
"6","dạ em cám ơn ạ"
"5","ad ơi học phí của khoa này như thế nào ạ? em đọc trong bài viết không thấy có"
"0","vâng ạ"
"0","Mình confirm ạ :v"
"0","ad cho em hỏi, bây h em đang làm thực tập chuyên ngành 1 của cô Nguyễn thị thu trang"
"5","thì không biết cô có nhóm lớp hay nhóm classroom k ạ"
"5","chào ad, em có thể hỏi 1 số thông tin về ngành hệ thống thông tin quản lí của BA không ạ, vì em chưa hiểu rõ về ngành này ạ"
"5","Em muốn hỏi nếu e học ngành này mà em không đăng kí học liên kết với nhật mà chỉ học lớp đại trà thì em cơ hội được học có ít hơn so với lớp liên kết nhật không ạ"
"5","Thế có chú trọng cho lớp liên kết nhật hơn lớp đại trà k ạ"
"5","Ad ơi cho e hỏi Khoa khác có đk vào xem chào tân tối nay k ạ"
"0","Tại e thấy phải quét mã gì đó"
"5","Ad cho em hỏi về hội thảo sắp tới thì checkin có cần mang thẻ sinh viên hay giấy thu nhận hồ sơ không ạ"
"5","khoa MIS trường mình có đào tạo thạc sĩ không ạ?"
"5","tức là sẽ post job ở facebook luôn hay gửi email cho các bạn hả em"
"6","ah okay, chị cảm ơn, để chị sẽ gửi lại thông tin nhé"
"6","ngoài ra em có thể cho chị contact của đại diện Khoa (phó khoa, bí thư...) để chị liên hệ trao đổi thêm được không? cảm ơn em"
"5","các anh chị cho em hỏi là chứng chỉ ic3 hay mos thì có được dùng làm chuẩn đầu ra của ngành mình không ạ?"
"5","ad ơi cho e hỏi là khi nào có danh sách giảng viên hướng dẫn thực tập chuyên ngành 1 của kì này ạ"
"0","Chào ad"
"0","Dạ. Em chào thầy cô ạ."
"5","Em muốn hỏi thầy cô về môn trí tuệ nhân tạo của trường"
"5","Tại sao sinh viên kế toán lại phải học cả ngôn ngữ lập trình Python"
"0","vì theo em thấy đây là ngôn ngữ lập trình mới và khó ngay cả đối với các bạn học kệ thông thông tin"
"5","đối với từng chuyên ngành khác nhau, thì mức độ yêu cầu của môn học cũng khác nhau phải không ạ"
"3","Nhưng em thấy bài tập thầy cô cho là rất khó không phù hợp với sinh viên không chuyên ngành CNTT"
"0","ngoài ra hiện nay nên tảng chatbot dialogflow đã có tính phí 300$ để sử dụng các tính năng, cũng như các thông tin về nền tảng này để sv tìm hiểu không có nhiều và không phổ biến"
"0","Hi vọng thầy cô có những điều chỉnh về trương trình học đối với những chuyên ngành khác nhau ạ1"
"6","Dạ vâng. em cám ơn thầy ạ."
"6","Dạ vâng ạ. Em cũng có xem những buổi chia sẻ rất tâm huyết của thầy ở trên diễn đàn. Em rất cám ơn thầy ạ. Em chúc thầy buổi tối vui vẻ !"
"5","Ngành này học bằng tiếng nhật à"
"0","M thấy ghi định hướng nhật bản"
"6","Cảm ơn nhiều ạ"
"0","M thấy ghi định hướng nhật bản"
"0","Nên m chưa hiểu"
"0","Thấy báo xét bổ sung"
"5","Có đúng k ạ"
"5","Em muốn hỏi năm ngoái có bao nhiêu a/c học ngành này mà định hướng nhật bản ạ?"
"0","Chào ad ạ"
"0","Em muốn tìm hiểu về ngành theo định hướng nhật bản"
"5","Môn học, việc làm,... có giống với định hướng bình thường không?"
"5","Có danh sách môn học các kì như ở hệ thường không, có thể cho xin được không ạ?"
"5","Em thiên về kinh tế hơn kĩ thuật thì học ở đây có phù hợp không?"
"0","Em thích kinh tế hơn nhưng hoàn cảnh đến đây ạ"
"5","Nếu em học xong chuyển hẳn sang phía kinh tế, có nên không ạ"
"6","Vâng em cảm ơn anh/chị rất nhiều ạ"
"6","Dạ em cảm ơn🙆🏼‍♀️"
"5","cho em hỏi ảnh hồ sơ nộp vào trường là nền trắng hay xanh ạ ?"
"0","hello"
"0","em là miser"
"3","và em không biết mình học lớp nào ạ"
"2",":((("
"5","anh chị ơi cho em hỏi"
"5","ngành mình quy định đầu ra có cần những gì ạ"
"5","ngoài bằng tiếng anh thì có cần học ic3 hay mos ko ạ"
"5","À và với cả nếu phải có chứng chỉ ic3 với mos thì ở trg mình có mở lớp dạy ko ạ"
"0","Em thấy ghi với sv học khoa HTTTQL thì phải đáp ứng chuẩn kĩ năng sử dụng cntt nâng cao ạ"
"0","Danh sách thí sinh trúng tuyển"
"0","Em chào ad"
"5","Ad cho em hỏi xíu đc k ạ"
"5","Ad review giúp em về ngành này với được không ạ"
"5","cho em hỏi là trường đào tạo ngành httql có tốt không ạ"
"5","cơ hội tìm vc lm thì s ạ"
"5","Ad cho e hỏi là muốn vào khoa hệ thống thông tin quản lý theo hướng nhật bản thì phải đỗ dc khoa hệ thống thông tin quản lý đại trà phải ko ạ"
"5","Ad cho e hỏi khoa hệ thống thônh tin quản lý theo định hướng nhật bản năm nay điểm lấy có cao ko ạ e thấy đây là đạo tạo mới của năm nay e muốn biết rõ đee đki ạ"
"2","Vâng e đki nv1 mà lo quá tại điểm của e cũng ko cao :(("
"0","20.25 ạ"
"0","Khối A00"
"3","Vâng e mong là v ạ e cảm ơn ad❤️"
"2","Sợ điểm cao quá :(( mà e thích trường này từ rất lâu r chị e cũng học trường này"
"5","Cho e hỏi học phí của hệ đào tạo này là bn ạ"
"0","Vâng ạ học tiếng nhật luôn ạ"
"0","Ad cho e hỏi mã ngành 7340405_J1 tổ hợp xét tuyển tiếng anh là ntn ạ"
"3","E để nv 1 mà hoang mang quá"
"0","Nhưng e vẫn chưa hiểu cái tổ hợp xét tuyển  tiếng anh ạ"
"2","Tiếng anh của e thi thpt qg thấp lắm :(("
"6","Vâng v e để A00 ạ e cảm ơn"
"0","Vâng ạ"
"4","Vâng ạ❤️"
"5","Ad cho e hỏi là nếu ngành httt quản lý theo định hướng nhật bản mà ít bạn đki theo học thì trường có tổ chức học ko ạ"
"3","E thấy ít bạn đki quá nên hơi lo"
"6","Dạ e cảm ơn ạ"
"5","ad có link tra cứ trúng tuyển năm nay ko ạ"
"0","Ad chúc mừng e với"
"2","Năm ngoái e ko đỗ"
"0","Nên e thi lại"
"0","E mổ bò"
"0","À cho e hỏi thủ tục nhập học trường mk ntn ạ"
"0","Vâng ạ"
"3","Ad ơi liệu khoa mình năm nay có lấy lượng bổ sung không ạ..."
"2","Vâng ạ :("
"0","Cất poster vào góc"
"5","thầy/cô/anh/chị cho e xin số đt của cô An Phương Điệp được ko ạ"
"6","e có một chút thắc mắc về bài tập nên muốn xin số của cô để dễ dàng liên lạc ạ . e cảm ơn"
"0","dạ vâng ạ"
"0","em có gửi thông tin tuyển thực tập sinh, thầy/cô đăng giúp em với ạ"
"6","Cảm ơn anh/chị!"
"0","Hi anh/chị."
"0","Em nhờ anh/chị post giúp em tin tuyển dụng lên page với ạ."
"0","mình gửi file tuyển dụng"
"5","ad cho e hỏi học mis trong doanh nghiệp thì có thể làm trong ngân hàng không và ngược lại ạ??"
"1","Ad ơi😂"
"5","Em ko lên mạng tìm kiếm nhưng ko thấy nên lên đây hỏi ad ạ"
"5","ad cho e hỏi học mis trong doanh nghiệp thì có thể làm trong ngân hàng không và ngược lại ạ??"
"0","Câu hỏi của e đây ạ"
"1","E có xem ạ😂"
"0","Nhưng e vào sau â"
"6","Dạ vầng, em cảm ơn ad nhiều
Chiều hôm nay e mới đăng kí nv1 ngành MIS ở trg mình, em đc 23,45 em ko bt có đỗ đc ko ad ơi😔"
"5","Cho em hỏi 1 câu nữa là khoa mk có điểm mạnh về làm trong ngân hàng đúng ko ạ, vậy còn trong doanh nghiệp thì sao ạ??
Tại về khoa có htttql trong ngân hàng và trong doanh nghiệp"
"4","Vâng, em cảm ơn ad nhiều ạ
Mong có cơ hội gặp ad trong thời gian tới😍"
"0","Ad là a Nguyễn Minh ạ"
"0","Giống lắm luôn ý
Tại e thấy hễ có bạn nào hỏi điểm có đỗ vào trg ko là anh ý lại rep lại"" có cơ hội. Tự tin lên e""  á ad"
"0","Nên e mới hỏi câu đó( 1 phần xem có phải ko, 2 là e xem điểm e ở mức nào)"
"1","Cuối cùng lại ko phải😂"
"0","Vì các ad đều nói như v chăng🤔"
"0","Vầng, e hiểu ạ"
"1","Vậy ad tên là gì v😂"
"4","Ai trong ban quản trị viên đều đáng iu hết á ad"
"0","Vâng ạ"
"6","Cảm ơn ad nhiều"
"5","admin cho em hỏi vơi sạ"
"5","Dạ ad cho em hỏi"
"5","Cái 9 và 10 thì khác nhau gì ạ"
"5","Em thi khối d01  thì nộp vào mã ngành 9 hay 10 ạ"
"0","Mong ad giải đáp thắc mắc giúp  em"
"4","😍😍😍"
"6","Dạ vâng e cảm ơn ad"
"5","Ad cho e hoid"
"0","Nếu em đăng kí 10"
"5","Thì vào trường sẽ được dạy tiếng nhật đúng ko ạ"
"0","Hay là 10 là các bạn ấy đã biết tiếng nhật luôn và học luôn rồi ạ"
"5","Học phí của 10 thì là bao nhiêu ạ"
"5","Dạ thế hệ thường 9 thì bao nhiêu 1 năm ai"
"0","Ạ"
"6","Dạ vâng ạ em cảm ơn ad"
"0","Em muốn tìm hiều thêm về khoa này"
"3","Học có áp lực căng thẳng quá ko ạ"
"6","Vâng em cảm ơn ạ"
"0","Chào admin ạ"
"5","Ad có thể tư vấn cho e về khoa đc k ạ"
"0","Về chuyên ngành học phí , đào tạo ạ"
"3","E muốn đăng kí vào khoa ạ mà đang lo vấn đề điểm nên cần cân nhắc ạ"
"0","23,55 ạ"
"1","Hehe ad nghĩ năm nay khoa mình tăng nhiều không ạ"
"0","Tổ hợp của e có môn tiếng anh nên điểm k được như mong muốn"
"0","Năm ngoái khoa mình 21,75 đúng k ạ"
"5","Học phí khoa mình sao ạ"
"0","E k thấy học phí ạ"
"0","Với khoa mình nam đông hơn hay nữ đông hơn ạ"
"0","Vâng"
"0","Hệ này là 4 hay 5 năm ạ"
"5","Mk được vào trường r thì có được tư vấn thêm để chọn hệ k ạ"
"0","Hệ thường hoặc chất lượng cao ý"
"5","Thì bây giờ mình chỉ cần đăng kí vào khoa rồi đc tư vấn thêm đúng k ạ"
"0","Vâng"
"0","Nhưng chưa có lịch thay đổi nv ạ"
"3","Nhưng vẫn sợ k đủ điểm vào khoa ad ơi"
"0","E vẫn để nv1 ạ"
"0","Với e chỉ đăng kí 2 trường"
"5","Ad ơi e hỏi xíu đc k ạ"
"0","Giấy báo trúng tuyển năm nay trường sẽ gửi về hay mình lên trường nhận ạ"
"0","Ad ơi tl e với ạ"
"0","Vâng ạ"
"0","Có thể tư vấn thêm cho em về ngành này đc ko ạ"
"3","Con gái học ngành này nhiều ko ạ"
"0","bạn ạ"
"2","Em được 24,35 liệu có thể đôz vào khoa không ạ😞"
"6","Dạ vâng em cảm ơn ạ"
"3","Em không giỏi máy tính theo được chứ ạ"
"1","Tại em mới biewts ngành này thôi ạ em chưa tìm hiểu được nhiều😅"
"1","Em cảm ơn ạ😂"
"0","Xin chào"
"0","Bên mình đào tạo 50% it 50% banking"
"5","Vậy cơ hội việc làm sau này thế nào ạ"
"5","AD có thể review choe ngahfnh HTTTQL k ạ"
"3","Ad ơi cho em hỏi học ngành này sau có dễ xin việc k ạ??"
